TRACK_ID,POSITION_X,POSITION_Y,POSITION_T,AREA
47.0,189.6927068,404.1960842,1.0,1702.5
49.0,189.6060074,447.8854106,1.0,1709.0
50.0,448.3646526,61.27995972,1.0,1655.0
51.0,104.2159045,103.7536101,1.0,1662.0
53.0,232.5482765,103.5409322,1.0,1702.0
54.0,405.0365474,19.24486725,1.0,1550.5
55.0,146.8293105,404.8589469,1.0,1636.5
56.0,103.7360144,18.63278446,1.0,1579.0
57.0,405.5524572,448.0259072,1.0,1685.5
58.0,448.5354662,103.9825849,1.0,1703.5
59.0,318.3139535,18.75948041,1.0,1591.0
60.0,190.0835383,18.76424764,1.0,1626.0
61.0,491.1541991,405.0543587,1.0,1671.0
63.0,275.8893732,18.60907015,1.0,1606.0
64.0,275.9624427,60.50677426,1.0,1673.0
85.0,318.810416,61.13105671,1.0,1654.5
86.0,276.04914,104.4232187,1.0,1628.0
87.0,60.56844977,404.5064796,1.0,1710.5
88.0,404.7351436,405.3809524,1.0,1694.0
89.0,146.5969038,491.1625484,1.0,1679.5
90.0,362.1425993,61.25020056,1.0,1662.0
92.0,448.5243196,490.2573827,1.0,1727.0
93.0,18.3398275,491.2632166,1.0,1642.5
102.0,19.43508115,103.7438618,1.0,1602.0
103.0,490.6917435,491.1377738,1.0,1681.5
104.0,19.25423549,405.0368488,1.0,1574.0
105.0,19.35890932,60.36176284,1.0,1577.0
106.0,146.9967184,104.173926,1.0,1676.0
107.0,362.2790131,448.4714184,1.0,1641.5
108.0,318.7648309,490.5281159,1.0,1725.0
0.0,362.2104851,490.0930164,2.0,1704.0
1.0,233.7508152,19.05374987,2.0,1584.5
2.0,62.1406085,19.47163835,2.0,1736.5
3.0,404.5211608,491.7193672,2.0,1654.0
4.0,190.0448138,490.5256149,2.0,1714.5
5.0,146.8542555,19.26670729,2.0,1641.0
6.0,17.73505672,447.7263307,2.0,1528.0
7.0,361.9630893,18.65022746,2.0,1612.0
9.0,231.7825306,490.4534221,2.0,1578.0
10.0,490.6946743,447.2722258,2.0,1571.0
11.0,448.067878,404.8472175,2.0,1458.5
12.0,103.9902429,405.4100956,2.0,1674.0
13.0,491.1186705,100.3075354,2.0,1389.0
14.0,232.3468468,61.55567106,2.0,1443.0
15.0,63.01180403,489.3839967,2.0,1595.5
16.0,362.3654468,103.0077156,2.0,1598.5
17.0,191.3970751,61.35421079,2.0,1652.5
18.0,275.2101016,405.167243,2.0,1590.5
19.0,19.04517033,19.47854679,2.0,1546.0
20.0,491.2072417,18.36357827,2.0,1565.0
22.0,490.7605393,61.0285743,2.0,1656.5
25.0,448.8953488,447.4754522,2.0,1548.0
26.0,103.4889663,61.9891247,2.0,1578.5
27.0,105.0596603,448.9339703,2.0,1570.0
28.0,233.4093243,405.3530499,2.0,1623.0
29.0,405.1207964,60.73563875,2.0,1749.5
30.0,320.3505531,405.5600083,2.0,1597.0
31.0,318.1656263,446.7032876,2.0,1602.0
32.0,404.3481389,103.7434053,2.0,1598.5
33.0,233.2146428,447.8949329,2.0,1700.5
34.0,318.5066385,103.6564072,2.0,1657.0
35.0,276.7260705,447.9559194,2.0,1588.0
36.0,147.6962011,447.1466842,2.0,1518.0
37.0,362.5260323,405.1730501,2.0,1671.0
38.0,147.2627708,60.75750348,2.0,1677.0
39.0,447.2417211,19.18572985,2.0,1530.0
40.0,274.6318733,491.6540333,2.0,1609.5
41.0,102.0526427,491.8097659,2.0,1573.5
42.0,59.90363501,60.90747255,2.0,1563.5
43.0,61.85184058,103.3341446,2.0,1643.5
44.0,188.2682327,101.85783,2.0,1490.0
45.0,60.03360747,447.5951873,2.0,1641.5
47.0,188.233966,403.8069372,2.0,1528.0
49.0,189.5554895,448.4778042,2.0,1682.0
50.0,448.3121064,61.2941296,2.0,1641.0
51.0,106.4019104,101.6293167,2.0,1361.0
53.0,235.765662,105.3228355,2.0,1476.5
54.0,406.087686,19.77566741,2.0,1579.5
55.0,146.7722631,404.8539624,2.0,1632.0
56.0,106.4782452,19.87354669,2.0,1390.5
57.0,406.9729869,447.3794206,2.0,1616.5
58.0,446.4707883,103.9047913,2.0,1617.5
59.0,319.6832794,18.9583603,2.0,1545.0
60.0,190.4774612,16.73458348,2.0,1386.5
61.0,489.701095,405.5452727,2.0,1583.0
63.0,275.8720882,18.47887034,2.0,1617.0
64.0,276.4411551,59.6375818,2.0,1604.5
85.0,318.7465498,60.91558376,2.0,1654.5
86.0,277.3815004,103.9096334,2.0,1564.0
87.0,60.30317769,403.6546693,2.0,1542.0
88.0,406.0837195,404.3588714,2.0,1618.5
89.0,147.4252327,490.5497128,2.0,1683.0
90.0,363.04219,61.75469673,2.0,1552.5
92.0,448.9408857,491.5473861,2.0,1584.5
93.0,19.25037131,491.2994908,2.0,1571.0
102.0,18.89643799,103.0244063,2.0,1516.0
103.0,491.3463262,492.7604167,2.0,1488.0
104.0,18.08542657,404.6494682,2.0,1473.0
105.0,17.85097493,62.47318942,2.0,1436.0
106.0,150.0831218,103.7721024,2.0,1576.0
107.0,363.9462797,447.0155398,2.0,1619.5
108.0,316.9087199,492.5711985,2.0,1552.0
